film_id,title,release_year,rental_duration,rental_rate,length,replacement_cost,rating,special_features,category_name,actor_ids,rental_count
606,MUMMY CREATURES,2006,3,0.99,160,15.99,NC-17,"{Trailers,""Behind the Scenes""}",Sports,"{17,25,32,39,76,87,102,105,107,112,116,188,190}",16
608,MURDER ANTITRUST,2006,6,2.99,166,11.99,PG,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Children,"{43,66,91,101,111,140,142,171}",23
609,MUSCLE BRIGHT,2006,7,2.99,185,23.99,G,"{""Deleted Scenes""}",Travel,"{72,103,172,180,181}",30
610,MUSIC BOONDOCK,2006,7,0.99,129,17.99,R,"{Trailers,Commentaries,""Behind the Scenes""}",Family,"{137,164,174}",19
611,MUSKETEERS WAIT,2006,7,4.99,73,17.99,PG,"{""Deleted Scenes"",""Behind the Scenes""}",Classics,{152},17
612,MUSSOLINI SPOILERS,2006,6,2.99,180,10.99,G,"{""Deleted Scenes"",""Behind the Scenes""}",Sports,"{14,18,35,55,69,77,162}",5
613,MYSTIC TRUMAN,2006,5,0.99,92,19.99,NC-17,"{Commentaries,""Behind the Scenes""}",Comedy,"{81,127,143,164}",10
614,NAME DETECTIVE,2006,5,4.99,178,11.99,PG-13,"{Trailers,Commentaries,""Behind the Scenes""}",Games,"{119,128,192}",23
615,NASH CHOCOLAT,2006,6,2.99,180,21.99,PG-13,"{Commentaries,""Behind the Scenes""}",Animation,"{35,65,83,115,152,184,196}",15
616,NATIONAL STORY,2006,4,2.99,92,19.99,NC-17,{Trailers},Documentary,"{4,64,84,135,157,158,175}",19
617,NATURAL STOCK,2006,4,0.99,50,24.99,PG-13,"{Commentaries,""Deleted Scenes""}",Family,"{74,101,127,187}",13
618,NECKLACE OUTBREAK,2006,3,0.99,132,21.99,PG,"{Trailers,Commentaries,""Behind the Scenes""}",Drama,"{3,7,33,38,92,99,174,192}",15
619,NEIGHBORS CHARADE,2006,3,0.99,161,20.99,R,"{Trailers,Commentaries,""Deleted Scenes""}",Sports,"{28,38,80,81,95,114,168}",19
620,NEMO CAMPUS,2006,5,2.99,131,23.99,NC-17,{Trailers},Sci-Fi,"{55,88,99,122,136}",14
621,NETWORK PEAK,2006,5,2.99,75,23.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Family,"{43,50,93}",31
622,NEWSIES STORY,2006,4,0.99,159,25.99,G,"{Trailers,""Deleted Scenes""}",Documentary,"{80,99,109,116,166,174,180,192}",7
623,NEWTON LABYRINTH,2006,4,0.99,75,9.99,PG,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Foreign,"{72,86,125,190}",17
624,NIGHTMARE CHILL,2006,3,4.99,149,25.99,PG,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Games,"{102,134}",25
625,NONE SPIKING,2006,3,0.99,83,18.99,NC-17,"{Trailers,Commentaries}",Sci-Fi,"{28,110,145,171,181,187}",27
626,NOON PAPI,2006,5,2.99,57,12.99,G,"{""Behind the Scenes""}",Children,"{15,74,132,158,167,168}",17
627,NORTH TEQUILA,2006,4,4.99,67,9.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Documentary,"{51,73,95,138,153}",11
628,NORTHWEST POLISH,2006,5,2.99,172,24.99,PG,{Trailers},Sports,"{70,79,135,167,180,189,197,198}",20
629,NOTORIOUS REUNION,2006,7,0.99,128,9.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes""}",Documentary,"{145,150}",14
630,NOTTING SPEAKEASY,2006,7,0.99,48,19.99,PG-13,"{Trailers,Commentaries}",Drama,"{85,155}",10
631,NOVOCAINE FLIGHT,2006,4,0.99,64,11.99,G,"{Trailers,Commentaries,""Deleted Scenes""}",Sports,"{12,83,86,102,149,185}",19
632,NUTS TIES,2006,5,4.99,145,10.99,NC-17,"{Trailers,""Behind the Scenes""}",New,"{50,58}",9
633,OCTOBER SUBMARINE,2006,6,4.99,54,10.99,PG-13,"{Trailers,Commentaries,""Behind the Scenes""}",Classics,"{7,63,90,121,148}",11
634,ODDS BOOGIE,2006,6,0.99,48,14.99,NC-17,"{Trailers,Commentaries,""Behind the Scenes""}",Family,"{22,79,98,151,169}",15
635,OKLAHOMA JUMANJI,2006,7,0.99,58,15.99,PG,"{""Behind the Scenes""}",New,"{1,4,12,15,26,58,77,133,196}",6
636,OLEANDER CLUE,2006,5,0.99,161,12.99,PG,"{Commentaries,""Deleted Scenes""}",Music,"{11,23,54,72,86,99,119,139,162,183}",10
637,OPEN AFRICAN,2006,7,4.99,131,16.99,PG,"{Trailers,Commentaries}",Sci-Fi,"{7,27,31,57,74,107,132,158,186}",21
638,OPERATION OPERATION,2006,7,2.99,156,23.99,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy,"{58,71,191}",27
639,OPPOSITE NECKLACE,2006,7,4.99,92,9.99,PG,"{""Deleted Scenes""}",Family,"{61,103,106,138,172,182}",13
640,OPUS ICE,2006,5,4.99,102,21.99,R,"{Commentaries,""Deleted Scenes""}",Foreign,"{72,129,184,199}",11
641,ORANGE GRAPES,2006,4,0.99,76,21.99,PG-13,"{Trailers,Commentaries}",Foreign,"{97,118,120,127,145}",24
643,ORIENT CLOSER,2006,3,2.99,118,22.99,R,"{Commentaries,""Deleted Scenes""}",Drama,"{20,81,103,111}",17
644,OSCAR GOLD,2006,7,2.99,115,29.99,PG,"{""Behind the Scenes""}",Animation,"{19,26,59,93,161,165}",25
645,OTHERS SOUP,2006,7,2.99,118,18.99,PG,"{""Deleted Scenes""}",Travel,"{48,50,75,171}",23
646,OUTBREAK DIVINE,2006,6,0.99,169,12.99,NC-17,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Games,"{29,64,79,84,156}",23
647,OUTFIELD MASSACRE,2006,4,0.99,129,18.99,NC-17,"{Trailers,""Deleted Scenes""}",Music,"{116,131,140,150}",20
648,OUTLAW HANKY,2006,7,4.99,148,17.99,PG-13,"{Trailers,Commentaries}",Travel,"{22,39,42,61,76,108,186}",14
649,OZ LIAISONS,2006,4,2.99,85,14.99,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Animation,"{23,54,61,105,119,122,136,147,172,177,195}",24
650,PACIFIC AMISTAD,2006,3,0.99,144,27.99,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Documentary,"{5,9,59,76,110,128,179,184}",24
651,PACKER MADIGAN,2006,3,0.99,84,20.99,PG-13,{Trailers},Animation,{32},22
652,PAJAMA JAWBREAKER,2006,3,0.99,126,14.99,R,"{Trailers,""Deleted Scenes""}",Classics,"{20,28,108,133,168}",14
653,PANIC CLUB,2006,3,4.99,102,15.99,G,"{Commentaries,""Deleted Scenes""}",Horror,"{24,116,161}",7
654,PANKY SUBMARINE,2006,4,4.99,93,19.99,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Games,"{68,70,87,106,112,121,122,186}",15
655,PANTHER REDS,2006,5,4.99,109,22.99,NC-17,"{""Deleted Scenes"",""Behind the Scenes""}",Sci-Fi,"{83,101,108,134,161}",15
656,PAPI NECKLACE,2006,3,0.99,128,9.99,PG,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Travel,"{97,113,118}",8
657,PARADISE SABRINA,2006,5,2.99,48,12.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy,"{41,104,109,180}",18
658,PARIS WEEKEND,2006,7,2.99,121,19.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Horror,"{54,60,65,121,151,195}",14
659,PARK CITIZEN,2006,3,4.99,109,14.99,PG-13,"{Trailers,""Deleted Scenes""}",Action,"{106,120,143,162,165,174}",8
660,PARTY KNOCK,2006,7,2.99,107,11.99,PG,"{Trailers,""Behind the Scenes""}",Comedy,"{143,160}",13
661,PAST SUICIDES,2006,5,4.99,157,17.99,PG-13,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Foreign,"{96,115,145,157,172,184}",13
662,PATHS CONTROL,2006,3,4.99,118,9.99,PG,"{Trailers,""Behind the Scenes""}",Drama,"{37,49,92,101,188}",10
663,PATIENT SISTER,2006,7,0.99,99,29.99,NC-17,"{Trailers,Commentaries}",Classics,"{20,37,74,90}",19
664,PATRIOT ROMAN,2006,6,2.99,65,12.99,PG,"{Trailers,""Deleted Scenes""}",Action,"{52,125,145,187}",16
665,PATTON INTERVIEW,2006,4,2.99,175,22.99,PG,{Commentaries},Horror,"{5,42,60,68,72,128,140,151,185}",23
666,PAYCHECK WAIT,2006,4,4.99,145,27.99,PG-13,"{Commentaries,""Deleted Scenes""}",Drama,"{73,112,121}",16
667,PEACH INNOCENT,2006,3,2.99,160,20.99,PG-13,"{Commentaries,""Behind the Scenes""}",Sports,"{32,33,73,75,172}",14
668,PEAK FOREVER,2006,7,4.99,80,25.99,PG,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports,"{34,88,144,182,191}",20
670,PELICAN COMFORTS,2006,4,4.99,48,17.99,PG,"{Commentaries,""Deleted Scenes""}",Documentary,"{19,47,78,140,149}",26
672,PERFECT GROOVE,2006,7,2.99,82,17.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy,"{12,50,83,99,150,167}",17
673,PERSONAL LADYBUGS,2006,3,0.99,118,19.99,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}",Music,"{19,23,42,108,122,141,164,169,195}",14
674,PET HAUNTING,2006,3,0.99,99,11.99,PG,"{Trailers,Commentaries}",Foreign,"{41,78,113,152,159,166,192}",8
675,PHANTOM GLORY,2006,6,2.99,60,17.99,NC-17,"{Commentaries,""Behind the Scenes""}",New,"{52,106}",6
676,PHILADELPHIA WIFE,2006,7,4.99,137,16.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}",Sports,"{66,90}",23
677,PIANIST OUTFIELD,2006,6,0.99,136,25.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes""}",New,"{104,174,182,192,195}",21
678,PICKUP DRIVING,2006,3,2.99,77,23.99,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports,"{41,51,85,93,168}",16
679,PILOT HOOSIERS,2006,6,2.99,50,17.99,PG,"{Trailers,""Deleted Scenes""}",Family,"{27,28,60,87,111,182,190}",16
680,PINOCCHIO SIMON,2006,4,4.99,103,21.99,PG,"{Commentaries,""Behind the Scenes""}",Comedy,"{21,45,80,93,111,113,143,152,154,159,192}",20
681,PIRATES ROXANNE,2006,4,0.99,100,20.99,PG,"{Commentaries,""Deleted Scenes""}",Sports,{164},21
682,PITTSBURGH HUNCHBACK,2006,4,4.99,134,17.99,PG-13,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Family,"{26,27,120,190,192}",12
683,PITY BOUND,2006,5,4.99,60,19.99,NC-17,{Commentaries},Drama,"{39,65,125,134,177}",26
684,PIZZA JUMANJI,2006,4,2.99,173,11.99,NC-17,{Commentaries},Games,"{129,161,177,184,196}",7
685,PLATOON INSTINCT,2006,6,4.99,132,10.99,PG-13,"{Trailers,Commentaries}",New,"{3,57,126,149,168}",9
686,PLUTO OLEANDER,2006,5,4.99,84,9.99,R,"{""Behind the Scenes""}",New,"{21,83,92,98,105,115,136}",16
687,POCUS PULP,2006,6,0.99,138,15.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Documentary,"{5,42,80,106,143}",26
688,POLISH BROOKLYN,2006,6,0.99,61,12.99,PG,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Children,"{14,22,25,26,62,80,137,147,155,173}",18
689,POLLOCK DELIVERANCE,2006,5,2.99,137,14.99,PG,{Commentaries},Foreign,"{39,52,59,78,193,199}",18
690,POND SEATTLE,2006,7,2.99,185,25.99,PG-13,"{Trailers,Commentaries,""Behind the Scenes""}",Animation,"{95,134,143}",19
691,POSEIDON FOREVER,2006,6,4.99,159,29.99,PG-13,{Commentaries},Sports,"{4,7,23,120,139,197}",17
692,POTLUCK MIXED,2006,3,2.99,179,10.99,G,"{""Behind the Scenes""}",Animation,"{6,81,103,145,167,191}",11
693,POTTER CONNECTICUT,2006,5,2.99,115,16.99,PG,"{Trailers,Commentaries}",Animation,"{108,119,128,131,140,165,190}",17
694,PREJUDICE OLEANDER,2006,6,4.99,98,15.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}",Classics,"{10,33,37,59,64,65,77,109,169,185}",20
695,PRESIDENT BANG,2006,6,4.99,144,12.99,PG,"{""Behind the Scenes""}",Family,"{27,118,138,182,190}",7
696,PRIDE ALAMO,2006,6,0.99,114,20.99,NC-17,"{""Deleted Scenes""}",Animation,"{39,108,128,157}",16
697,PRIMARY GLASS,2006,7,0.99,53,16.99,G,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Action,"{9,25,37,53,66,89,150}",27
698,PRINCESS GIANT,2006,3,2.99,71,29.99,NC-17,"{Trailers,""Deleted Scenes""}",Documentary,"{58,132,154,164,179}",27
699,PRIVATE DROP,2006,7,4.99,106,26.99,PG,{Trailers},Games,"{44,92,93,111,176}",5
700,PRIX UNDEFEATED,2006,4,2.99,115,13.99,R,"{Trailers,""Deleted Scenes""}",Family,"{21,31,39,101,109,112,113}",11
702,PULP BEVERLY,2006,4,2.99,89,12.99,G,"{Trailers,""Behind the Scenes""}",Horror,"{21,59,101,108,130,140,144}",30
703,PUNK DIVORCE,2006,6,4.99,100,18.99,PG,"{Trailers,Commentaries,""Deleted Scenes""}",Animation,"{10,39,61,84,115,137,151}",8
704,PURE RUNNER,2006,3,2.99,121,25.99,NC-17,"{Trailers,""Deleted Scenes""}",Comedy,"{24,74}",16
705,PURPLE MOVIE,2006,4,2.99,88,9.99,R,"{Commentaries,""Deleted Scenes""}",Foreign,"{38,48,98,129,156,170,174,190}",13
706,QUEEN LUKE,2006,5,4.99,163,22.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Drama,"{66,68,87,139,143,195}",22
707,QUEST MUSSOLINI,2006,5,2.99,177,29.99,R,"{""Behind the Scenes""}",Action,"{35,57,62,73,117}",20
708,QUILLS BULL,2006,4,4.99,112,19.99,R,"{Trailers,""Behind the Scenes""}",Documentary,"{147,178,190,192}",16
709,RACER EGG,2006,7,2.99,147,19.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes""}",Drama,"{11,49,55,76,80,193}",18
710,RAGE GAMES,2006,4,4.99,120,18.99,R,"{Trailers,""Behind the Scenes""}",Family,"{81,98,117,125,127,142,172}",19
711,RAGING AIRPLANE,2006,4,4.99,154,18.99,R,"{Commentaries,""Deleted Scenes""}",Sci-Fi,"{19,85,192}",13
714,RANDOM GO,2006,6,2.99,73,29.99,NC-17,{Trailers},Sci-Fi,"{4,20,36,45,52,57,65,100,115,161,166,182,200}",9
715,RANGE MOONWALKER,2006,3,4.99,147,25.99,PG,"{Trailers,Commentaries,""Deleted Scenes""}",Family,"{26,36,120,183}",27
716,REAP UNFAITHFUL,2006,6,2.99,136,26.99,PG-13,"{Trailers,Commentaries}",Horror,"{10,12,36,49}",16
717,REAR TRADING,2006,6,0.99,97,23.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes""}",Action,"{16,18,20,50,57,88,120,167}",17
718,REBEL AIRPORT,2006,7,0.99,73,24.99,G,"{Trailers,""Behind the Scenes""}",Music,"{13,72,87,100,122,148}",8
719,RECORDS ZORRO,2006,7,4.99,182,11.99,PG,"{""Behind the Scenes""}",Sports,"{62,83,113,135,139,163,175,194}",8
720,REDEMPTION COMFORTS,2006,3,2.99,179,20.99,NC-17,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",New,"{34,69,74,146,182}",20
721,REDS POCUS,2006,7,4.99,182,23.99,PG-13,"{Trailers,""Behind the Scenes""}",Music,"{4,41,87,98,108}",9
722,REEF SALUTE,2006,5,0.99,123,26.99,NC-17,"{""Behind the Scenes""}",Horror,"{9,69,120,174}",11
723,REIGN GENTLEMEN,2006,3,2.99,82,29.99,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}",Sci-Fi,"{29,40,113}",20
724,REMEMBER DIARY,2006,5,2.99,110,15.99,R,"{Trailers,Commentaries}",Family,"{41,94,180,197}",18
725,REQUIEM TYCOON,2006,6,4.99,167,25.99,R,"{Trailers,Commentaries,""Behind the Scenes""}",Classics,"{49,53,66,67,70,98,123,130}",19
726,RESERVOIR ADAPTATION,2006,7,2.99,61,29.99,PG-13,{Commentaries},Foreign,"{58,67,99,113,124,145,176,177}",10
727,RESURRECTION SILVERADO,2006,6,0.99,117,12.99,PG,"{Trailers,""Deleted Scenes""}",Family,"{53,79,127,133,169}",21
728,REUNION WITCHES,2006,3,0.99,63,26.99,R,{Commentaries},Drama,"{12,56,92,97,102,112,150}",20
729,RIDER CADDYSHACK,2006,5,2.99,177,28.99,PG,"{Commentaries,""Behind the Scenes""}",Sports,"{13,49,81,84,140,152,175,180,186}",11
730,RIDGEMONT SUBMARINE,2006,3,0.99,46,28.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New,"{5,123,140,185,199}",32
731,RIGHT CRANES,2006,7,4.99,153,29.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}",Classics,"{22,36,46,67,111,140,146}",10
732,RINGS HEARTBREAKERS,2006,5,0.99,58,17.99,G,"{Trailers,Commentaries,""Behind the Scenes""}",Action,"{5,26,30,35,50,109,111,113,153,179,180}",15
733,RIVER OUTLAW,2006,4,0.99,149,29.99,PG-13,{Commentaries},Sports,"{21,51,108,178}",20
734,ROAD ROXANNE,2006,4,4.99,158,12.99,R,"{""Behind the Scenes""}",Documentary,"{17,21,47,51,98,146,167,189}",19
735,ROBBERS JOON,2006,7,2.99,102,26.99,PG-13,{Commentaries},Children,"{33,65,103,118,142}",31
736,ROBBERY BRIGHT,2006,4,0.99,134,21.99,R,{Trailers},Family,"{39,140}",13
737,ROCK INSTINCT,2006,4,0.99,102,28.99,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Horror,"{33,40,47,51,57,111,165,179}",17
738,ROCKETEER MOTHER,2006,3,0.99,178,27.99,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}",Foreign,"{35,42,98,117,119,194,195}",33
739,ROCKY WAR,2006,4,4.99,145,17.99,PG-13,"{Trailers,Commentaries,""Behind the Scenes""}",Drama,"{31,104,117}",16
740,ROLLERCOASTER BRINGING,2006,5,2.99,153,13.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}",Horror,"{115,141,176}",10
741,ROMAN PUNK,2006,7,0.99,81,28.99,NC-17,{Trailers},Music,"{99,108}",24
743,ROOM ROMAN,2006,7,0.99,60,27.99,PG,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Animation,"{28,72}",20
744,ROOTS REMEMBER,2006,4,0.99,89,23.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Classics,"{40,75,93,102,108,111,139,172,178,181}",17
745,ROSES TREASURE,2006,5,4.99,162,23.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports,"{15,137,184,193,198}",28
746,ROUGE SQUAD,2006,3,0.99,118,10.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Games,"{120,139,176,197}",18
747,ROXANNE REBEL,2006,5,0.99,171,9.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Games,"{40,68,74,138,192}",19
748,RUGRATS SHAKESPEARE,2006,4,0.99,109,16.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Action,"{35,73,95,113,145,189}",30
749,RULES HUMAN,2006,6,4.99,153,19.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Horror,"{1,59,77,127,161}",16
750,RUN PACIFIC,2006,3,0.99,145,25.99,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New,"{19,51,56,79,82,105}",10
751,RUNAWAY TENENBAUMS,2006,6,0.99,181,17.99,NC-17,{Commentaries},New,"{44,119,177}",8
752,RUNNER MADIGAN,2006,6,0.99,101,27.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Music,"{8,9,19,61,86,106,141,197}",8
753,RUSH GOODFELLAS,2006,3,0.99,48,20.99,PG,"{""Deleted Scenes""}",Family,"{43,79,109,144,173}",31
754,RUSHMORE MERMAID,2006,6,2.99,150,17.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}",Comedy,"{2,33,40,54,60,115,156}",6
755,SABRINA MIDNIGHT,2006,5,4.99,99,11.99,PG,"{Trailers,""Behind the Scenes""}",Children,"{25,58,97,160}",21
756,SADDLE ANTITRUST,2006,7,2.99,80,10.99,PG-13,"{Trailers,""Deleted Scenes""}",Comedy,"{19,132,153}",14
757,SAGEBRUSH CLUELESS,2006,4,2.99,106,28.99,G,{Trailers},Documentary,"{20,48,72,97,114,155,173}",16
758,SAINTS BRIDE,2006,5,2.99,125,11.99,G,"{""Deleted Scenes""}",Drama,"{7,16,26,101,137,170,172,176,197,198}",8
759,SALUTE APOLLO,2006,4,2.99,73,29.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New,"{14,100,128,142}",23
760,SAMURAI LION,2006,5,2.99,110,21.99,G,{Commentaries},New,"{76,86}",25
761,SANTA PARIS,2006,7,2.99,154,23.99,PG,"{Commentaries,""Behind the Scenes""}",Children,"{69,81,85,149,171,185}",11
762,SASSY PACKER,2006,6,0.99,154,29.99,G,"{""Deleted Scenes"",""Behind the Scenes""}",Games,"{78,144,178}",13
763,SATISFACTION CONFIDENTIAL,2006,3,4.99,75,26.99,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports,"{63,106,127,177,192}",17
764,SATURDAY LAMBS,2006,3,4.99,150,28.99,G,"{Commentaries,""Deleted Scenes""}",Sports,"{14,26,54,75,83,84,130,170,177}",28
765,SATURN NAME,2006,7,4.99,182,18.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy,"{76,98}",13
766,SAVANNAH TOWN,2006,5,0.99,84,25.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Drama,"{7,23,46,61,67,153}",12
767,SCALAWAG DUCK,2006,6,4.99,183,13.99,NC-17,"{Commentaries,""Behind the Scenes""}",Music,"{45,57,61,78,160}",32
768,SCARFACE BANG,2006,3,4.99,102,11.99,PG-13,"{Commentaries,""Deleted Scenes""}",Children,"{46,93,141,148,152,155,187}",18
769,SCHOOL JACKET,2006,5,4.99,151,21.99,PG-13,{Trailers},Foreign,"{8,56,66,79,160,179,195,197}",6
770,SCISSORHANDS SLUMS,2006,5,2.99,147,13.99,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Foreign,"{7,17,47,131,188}",15
771,SCORPION APOLLO,2006,3,4.99,137,23.99,NC-17,"{Commentaries,""Deleted Scenes""}",Drama,"{8,19,27,60,90,121,127,172}",23
772,SEA VIRGIN,2006,4,2.99,80,24.99,PG,"{""Deleted Scenes""}",Drama,"{39,59,73,112,141,148,175,184}",22
773,SEABISCUIT PUNK,2006,6,2.99,112,28.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports,"{71,72,188}",26
774,SEARCHERS WAIT,2006,3,2.99,182,22.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy,"{101,107,128,188}",14
775,SEATTLE EXPECATIONS,2006,4,4.99,110,18.99,PG-13,{Trailers},Drama,"{22,33,94,124,156,191}",24
776,SECRET GROUNDHOG,2006,6,4.99,90,11.99,PG,"{Commentaries,""Deleted Scenes""}",Documentary,"{55,79,144}",21
777,SECRETARY ROUGE,2006,5,4.99,158,10.99,PG,"{Commentaries,""Behind the Scenes""}",Sports,"{47,83,93,111,150,180}",18
778,SECRETS PARADISE,2006,3,4.99,109,24.99,G,"{Trailers,Commentaries}",Family,"{45,96,117,140,169,175}",20
779,SENSE GREEK,2006,4,4.99,54,23.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Sports,"{16,34,41,100,165,171,187}",7
780,SENSIBILITY REAR,2006,7,4.99,98,15.99,PG,"{""Behind the Scenes""}",Family,"{61,74,75,106,121,174}",10
781,SEVEN SWARM,2006,4,4.99,127,15.99,R,"{""Deleted Scenes""}",Games,"{24,56,63,76,107,136,195}",5
782,SHAKESPEARE SADDLE,2006,6,2.99,60,26.99,PG-13,"{Commentaries,""Behind the Scenes""}",Sports,"{10,23,84,98,119,149}",22
783,SHANE DARKNESS,2006,5,2.99,93,22.99,PG,"{Commentaries,""Deleted Scenes""}",Travel,"{15,60,117}",14
784,SHANGHAI TYCOON,2006,7,2.99,47,20.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Travel,"{20,41,44,60,83,116,159,199}",14
785,SHAWSHANK BUBBLE,2006,6,4.99,80,20.99,PG,"{Commentaries,""Deleted Scenes""}",Travel,"{19,37,88,109,117,124,144,155,163,199}",19
786,SHEPHERD MIDSUMMER,2006,7,0.99,113,14.99,R,"{""Deleted Scenes""}",Children,"{109,119,123,162,194}",25
787,SHINING ROSES,2006,4,0.99,125,12.99,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Travel,"{47,82,101,141,184}",8
788,SHIP WONDERLAND,2006,5,2.99,104,15.99,R,{Commentaries},Documentary,"{34,79,80,94,118,119,166,189}",15
789,SHOCK CABIN,2006,7,2.99,79,15.99,PG-13,"{Trailers,Commentaries,""Behind the Scenes""}",Foreign,{159},30
790,SHOOTIST SUPERFLY,2006,6,0.99,67,22.99,PG-13,{Trailers},Drama,"{28,47,55}",24
791,SHOW LORD,2006,3,4.99,167,24.99,PG-13,"{""Deleted Scenes""}",Documentary,"{69,127}",25
792,SHREK LICENSE,2006,7,2.99,154,15.99,PG-13,{Commentaries},Foreign,"{48,143,148}",15
793,SHRUNK DIVINE,2006,6,2.99,139,14.99,R,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Action,"{28,31,38,66}",14
794,SIDE ARK,2006,5,0.99,52,28.99,G,"{""Deleted Scenes"",""Behind the Scenes""}",Action,"{17,34,142,160,167,195}",12
795,SIEGE MADRE,2006,7,0.99,111,23.99,R,"{Trailers,""Deleted Scenes""}",Family,"{15,26,50,56,105,122,196}",15
796,SIERRA DIVIDE,2006,3,0.99,135,12.99,NC-17,"{Commentaries,""Deleted Scenes""}",Sports,"{99,102,107,112,198}",15
797,SILENCE KANE,2006,7,0.99,67,23.99,R,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Music,"{30,45,117,174}",16
798,SILVERADO GOLDFINGER,2006,4,4.99,74,11.99,PG,"{Trailers,Commentaries}",Sci-Fi,"{4,21,42,131,165}",12
799,SIMON NORTH,2006,3,0.99,51,26.99,NC-17,"{Trailers,Commentaries}",Horror,"{40,41,158}",6
800,SINNERS ATLANTIS,2006,7,2.99,126,19.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}",Horror,"{17,58,159,167}",22
804,SLEEPING SUSPECTS,2006,7,4.99,129,13.99,PG-13,"{Trailers,Commentaries}",Horror,"{21,23,74,168}",24
805,SLEEPLESS MONSOON,2006,5,4.99,64,12.99,G,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",Animation,"{7,27,60,129}",20
806,SLEEPY JAPANESE,2006,4,2.99,137,25.99,PG,"{Trailers,Commentaries,""Deleted Scenes""}",New,"{7,132,133,136,190,198}",21
807,SLEUTH ORIENT,2006,4,0.99,87,25.99,NC-17,"{""Deleted Scenes"",""Behind the Scenes""}",Games,"{80,91,114,161,165,168,193}",21
